ID,Name,Platform_id,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
8788,Bigfoot: Collision Course,4,2009,Racing,Zoo Digital Publishing,0.14,0,0,0.01,0.15
8789,Marvel Super Hero Squad: The Infinity Gauntlet,28,2010,Action,THQ,0.12,0.02,0,0.01,0.15
8790,Kidou Senkan Nadesico,21,1997,Strategy,Sega,0,0,0.15,0,0.15
8791,Tears to Tiara II: Heir of the Overlord,17,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15
8792,Frogger's Adventures: The Rescue,7,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15
8793,The Incredibles: Rise of the Underminer,4,2005,Action,THQ,0.13,0.01,0,0.01,0.15
8794,Darksiders,13,2010,Action,THQ,0.07,0.06,0,0.02,0.15
8795,The Secret Saturdays: Beasts of the 5th Sun,16,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15
8796,Countdown: The Game,4,2009,Puzzle,Mindscape,0,0.14,0,0.01,0.15
8797,Active Life Explorer,25,2010,Sports,Namco Bandai Games,0.14,0,0,0.01,0.15
8798,MLB Power Pros 2008,16,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
8799,The Fairly Odd Parents: Clash with the Anti-World,6,2005,Adventure,THQ,0.11,0.04,0,0,0.15
8800,Theatrhythm Dragon Quest,2,2015,Misc,Square Enix,0,0,0.15,0,0.15
8801,Major League Baseball 2K10,4,2010,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
8802,Naruto: Powerful Shippuden,2,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
8803,Disney's The Lion King: Simba's Mighty Adventure,15,2000,Action,Activision,0.08,0.06,0,0.01,0.15
8804,Family Party: Fitness Fun,25,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15
8805,Thor: God of Thunder,17,2011,Action,Sega,0.07,0.06,0,0.02,0.15
8806,Fantastic Four: Rise of the Silver Surfer,17,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15
8807,Metal Slug Anthology,25,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.15
8808,GoldenEye 007 (2010),4,2010,Action,Activision,0.11,0.03,0,0.01,0.15
8809,Jikkyou Powerful Pro Yakyuu 2012,19,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8810,All Japan Pro Wrestling featuring Virtua,21,1997,Fighting,Sega,0,0,0.15,0,0.15
8811,Rudra no Hihou,23,1996,Role-Playing,SquareSoft,0,0,0.15,0,0.15
8812,Gundam Breaker 2,20,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15
8813,Prince of Persia: The Sands of Time,6,2003,Action,Ubisoft,0.11,0.04,0,0,0.15
8814,Cake Mania: In The Mix!,25,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15
8815,Zoids: Battle Legends,7,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15
8816,World Series Baseball 2K3,29,2003,Sports,Sega,0.11,0.03,0,0.01,0.15
8817,Serious Sam,29,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15
8818,Kowloon's Gate,15,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15
8819,Killer7,7,2005,Action,Capcom,0.12,0.03,0,0,0.15
8820,Kingdom of Paradise,19,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0,0.01,0.15
8821,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,4,2010,Puzzle,Astragon,0.09,0.04,0,0.01,0.15
8822,NBA Street Homecourt,17,2007,Sports,Electronic Arts,0.12,0.02,0,0.02,0.15
8823,The Sims Medieval: Pirates and Nobles,13,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15
8824,The Cursed Crusade,28,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15
8825,Super Monkey Ball Adventure,7,2006,Platform,Sega,0.12,0.03,0,0,0.15
8826,Kids Learn Math: A+ Edition,4,2011,Misc,Unknown,0.14,0,0,0.01,0.15
8827,FIFA Soccer 2002,15,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15
8828,Build-A-Bear Workshop: Welcome to Hugsville,4,2010,Misc,Game Factory,0.14,0,0,0.01,0.15
8829,Street Fighter Anniversary Collection,29,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15
8830,Final Fantasy XI: Vana'diel Collection 2008,28,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15
8831,Suzumiya Haruhi no Yakusoku,19,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15
8832,Shadow Ops: Red Mercury,29,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15
8833,Indigo Prophecy,16,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15
8834,Mind Zero,20,2013,Role-Playing,GungHo,0.08,0,0.04,0.02,0.15
8835,World League Soccer,23,1991,Sports,Imagineer,0,0,0.15,0,0.15
8836,NBA ShootOut 2001,16,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
8837,Earth Defense Force 2025,28,2013,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15
8838,Spider-Man: Friend or Foe,25,2007,Action,Activision,0.13,0.01,0,0.01,0.15
8839,Ultimate Board Game Collection,25,2007,Misc,Xplosiv,0.14,0,0,0.01,0.15
8840,Syndicate,17,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.15
8841,Samurai Shodown Anthology,16,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15
8842,NBA 09: The Inside,17,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15
8843,Musashi: Samurai Legend,16,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15
8844,Saint Seiya: Soldiers' Soul,18,2015,Fighting,Namco Bandai Games,0,0.09,0.04,0.02,0.15
8845,Terraria,13,2011,Action,Unknown,0,0.13,0,0.02,0.15
8846,Castlevania: Lords of Shadow - Mirror of Fate,2,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8847,3rd Super Robot Wars Z: Tengoku-Hen,17,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15
8848,Fantasia: Music Evolved,30,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15
8849,Pokémon: Johto Photo Finish: Game Boy Advance Video,6,2004,Misc,,0.11,0.04,0,0,0.15
8850,F1 2001,16,2001,Racing,Electronic Arts,0.07,0.06,0,0.02,0.15
8851,The Legend of Heroes: Trails of Cold Steel II,20,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.13,0.01,0.15
8852,Top Gun: Combat Zones,7,2002,Simulation,Titus,0.12,0.03,0,0,0.15
8853,J-League Victory Goal,21,1995,Sports,Sega,0,0,0.15,0,0.15
8854,Bakugan Battle Brawlers: Defenders of the Core,19,2010,Action,Activision,0.09,0.04,0,0.03,0.15
8855,Oreshika: Tainted Bloodlines,20,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15
8856,White Knight Chronicles: Origins,19,2011,Role-Playing,Sony Computer Entertainment,0,0.04,0.09,0.02,0.15
8857,Return to PopoloCrois: A Story of Seasons Fairytale,2,2015,Simulation,Marvelous Entertainment,0.04,0,0.1,0.01,0.15
8858,Spongebob Squarepants / Fairly Odd Parents Double Pack,6,2005,Action,THQ,0.11,0.04,0,0,0.15
8859,History Civil War: Secret Missions,16,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15
8860,NHL 09,16,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15
8861,Mirror's Edge Catalyst,30,2016,Platform,Electronic Arts,0.08,0.05,0,0.02,0.15
8862,Derby Stallion 64,10,2001,Sports,Media Factory,0,0,0.15,0,0.15
8863,Doraemon 3: Nobi Dai no Machi SOS!,10,2000,Platform,Epoch,0,0,0.09,0.06,0.15
8864,Space Station Silicon Valley,10,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,0.15
8865,Dark Rift,10,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15
8866,Tokyo Xanadu,20,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15
8867,All-Star Baseball 2003,7,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15
8868,Burger Island,25,2009,Action,Destineer,0.14,0,0,0.01,0.15
8869,Petz: Dogz Talent Show,4,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.15
8870,T'ai Fu: Wrath of the Tiger,15,1998,Action,Activision,0.08,0.06,0,0.01,0.15
8871,Rocky,29,2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15
8872,Ford Racing 2,29,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15
8873,Odin Sphere: Leifthrasir,20,2016,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15
8874,Sam & Max: Season One,25,2008,Adventure,JoWood Productions,0.13,0.01,0,0.01,0.15
8875,Virtua Tennis 4,25,2011,Sports,Sega,0.05,0.08,0,0.02,0.15
8876,Tetris Attack,23,1995,Puzzle,Nintendo,0,0,0.15,0,0.15
8877,Candace Kane's Candy Factory,25,2008,Action,Destineer,0.14,0,0,0.01,0.15
8878,BloodRayne 2,29,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15
8879,Hot Wheels: Beat That!,25,2007,Racing,Activision,0.13,0,0,0.01,0.15
8880,Soldier of Fortune: Payback,17,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15
8881,Jaws Unleashed,29,2006,Action,THQ,0.11,0.03,0,0.01,0.15
8882,Pro Yaky? Spirits 6,17,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
8883,Star Trek: Voyager Elite Force,16,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15
8884,X-Men: The Official Game,7,2006,Action,Activision,0.12,0.03,0,0,0.15
8885,Brain Boost: Gamma Wave,4,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15
8886,Scarface: The World is Yours,25,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.15
8887,Rock Band: Metal Track Pack,28,2009,Misc,MTV Games,0.14,0,0,0.01,0.15
8888,Chessmaster II,15,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15
8889,All-Star Baseball 2003,6,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15
8890,Scooby-Doo! Mystery Mayhem,29,2004,Action,THQ,0.11,0.03,0,0.01,0.15
8891,Winning Post 4,15,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15
8892,Major League Baseball 2K13,17,2013,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
8893,DreamWorks Super Star Kartz,25,2011,Racing,Activision,0.1,0.04,0,0.01,0.15
8894,Pro Baseball Spirits 2015,17,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8895,187: Ride or Die,16,2005,Racing,Ubisoft,0.07,0.06,0,0.02,0.15
8896,Curious George,7,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15
8897,Strawberry Shortcake: Game Boy Advance Video Volume 1,6,2004,Misc,,0.11,0.04,0,0,0.15
8898,Armored Core: For Answer,28,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15
8899,Geist,7,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15
8900,eJay Clubworld,16,,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15
8901,Cardinal Syn,15,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
8902,Charm Girls Club: Pajama Party,25,2009,Misc,Electronic Arts,0.14,0,0,0.01,0.15
8903,Street Fighter Alpha 3,6,2002,Fighting,Capcom,0.11,0.04,0,0,0.15
8904,The Wizard of Oz: Beyond The Yellow Brick Road,4,2008,Role-Playing,D3Publisher,0.13,0,0,0.01,0.15
8905,Mobile Suit Gundam Side Story III: Sabakareshi Mono,21,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15
8906,Ridge Racer DS,4,2004,Racing,Namco Bandai Games,0.14,0,0,0.01,0.15
8907,Warriors Orochi 3,18,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15
8908,Nancy Drew: The White Wolf of Icicle Creek,25,2008,Adventure,Sega,0.14,0,0,0.01,0.15
8909,Super Street Fighter II,8,1993,Fighting,Capcom,0,0,0.15,0,0.15
8910,Metal Gear Solid: Peace Walker HD Edition,17,2011,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
8911,Battle Stadium D.O.N,16,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
8912,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,15,2000,Sports,Konami Digital Entertainment,0,0,0.14,0.01,0.15
8913,Brain Boost: Beta Wave,4,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15
8914,Power Pro Kun Pocket 9,4,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
8915,Rubik's World,25,2008,Puzzle,Game Factory,0.13,0.01,0,0.01,0.15
8916,Gallop & Ride!,25,2008,Sports,THQ,0.14,0,0,0.01,0.15
8917,Shenmue II,3,2001,Adventure,Sega,0,0,0.15,0,0.15
8918,Major League Baseball 2K8,16,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15
8919,Capcom Classics Collection,29,2005,Misc,Capcom,0.11,0.03,0,0.01,0.15
8920,Fugitive Hunter: War on Terror,16,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15
8921,The Incredible Hulk: Ultimate Destruction,7,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15
8922,Prince of Persia: The Two Thrones,7,2005,Action,Ubisoft,0.11,0.03,0,0,0.15
8923,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,19,2011,Adventure,Banpresto,0,0,0.15,0,0.15
8924,Baseball Blast!,25,2009,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15
8925,Pac-Man World 3,29,2005,Platform,Namco Bandai Games,0.11,0.04,0,0.01,0.15
8926,The Walking Dead: Season Two,20,2014,Adventure,Telltale Games,0.1,0,0.01,0.03,0.15
8927,Harvest Moon: Hero of Leaf Valley,19,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15
8928,Phantasy Star Online Episode I & II,29,2003,Role-Playing,Sega,0.11,0.03,0,0.01,0.15
8929,F1 2012,13,2012,Racing,Codemasters,0.01,0.11,0,0.03,0.15
8930,All-Star Baseball 2005,29,,Sports,Unknown,0.11,0.03,0,0.01,0.15
8931,Rayman Raving Rabbids,4,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.15
8932,Kung-Fu: High Impact,28,2011,Action,Black Bean Games,0.08,0.06,0,0.01,0.15
8933,SNK Arcade Classics Vol. 1,19,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,0.15
8934,Darkstalkers Chronicle: The Chaos Tower,19,2004,Fighting,Capcom,0.13,0,0,0.01,0.15
8935,NHL 2K10,28,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01,0.15
8936,Batman Begins,7,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15
8937,Toy Story Racer,15,2001,Racing,Activision,0.08,0.06,0,0.01,0.15
8938,Yakuza: Ishin,18,2014,Action,Sega,0,0,0.15,0,0.15
8939,F1 2011,20,2011,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15
8940,Disney's Donald Duck: Goin' Quackers,15,2000,Platform,Ubisoft,0.08,0.06,0,0.01,0.15
8941,Mobile Suit Gundam: Perfect One Year War,15,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15
8942,Galerians,15,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15
8943,Crash: Twinsanity,29,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.15
8944,DrumMania,16,2000,Simulation,Konami Digital Entertainment,0,0,0.15,0,0.15
8945,Yu-Gi-Oh! Nightmare Troubadour (US sales),4,2005,Action,Konami Digital Entertainment,0.15,0,0,0,0.15
8946,Code:Realize - Sousei no Himegimi,20,2014,Adventure,Idea Factory,0.09,0,0.03,0.03,0.15
8947,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2,2013,Action,Nippon Columbia,0,0,0.15,0,0.15
8948,Deus Ex: Mankind Divided,30,2016,Role-Playing,Square Enix,0.08,0.06,0,0.01,0.15
8949,Arena Football,29,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15
8950,Tamagotchi no Narikiri Channel,4,2009,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15
8951,Power Pro Kun Pocket 1+2,6,2004,Sports,Konami Digital Entertainment,0,0,0.14,0,0.15
8952,Rayman Origins,2,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15
8953,Thor: God of Thunder,28,2011,Action,Sega,0.09,0.04,0,0.01,0.15
8954,Medal of Honor: Infiltrator,6,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15
8955,Risen 2: Dark Waters,28,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.15
8956,Blazing Dragons,15,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15
8957,Geometry Wars: Galaxies,4,2007,Shooter,Vivendi Games,0.13,0,0,0.01,0.15
8958,Super Monkey Ball Deluxe,29,2005,Misc,Sega,0.11,0.03,0,0.01,0.15
8959,Shin Megami Tensei: Devil Summoner - Soul Hackers,15,1999,Role-Playing,Atlus,0,0,0.14,0.01,0.15
8960,Shin Chan: ¡Aventuras de Cine!,4,2008,Platform,505 Games,0,0,0.15,0,0.15
8961,Alien: Isolation,13,2014,Shooter,Sega,0,0.13,0,0.01,0.15
8962,High Velocity Bowling,17,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15
8963,Tamagotchi Collection,4,2011,Misc,Namco Bandai Games,0,0,0.15,0,0.15
8964,Pac-Man Party 3D,2,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15
8965,"NewU Fitness First Mind Body, Yoga & Pilates Workout",25,2010,Sports,Black Bean Games,0.12,0.02,0,0.01,0.15
8966,Backyard Sports: Sandlot Sluggers,4,2010,Sports,Atari,0.14,0,0,0.01,0.15
8967,Turbo Prop Racing,15,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
8968,Barbie Superpack: Secret Agent / Groovy Games,6,2005,Misc,Vivendi Games,0.1,0.04,0,0,0.15
8969,Tom Clancy's Ghost Recon,7,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15
8970,Dance Dance Revolution (North America),15,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15
8971,Bakugan Battle Brawlers: Defenders of the Core,28,2010,Action,Activision,0.11,0.02,0,0.01,0.15
8972,Mad Dash Racing,29,2001,Racing,Eidos Interactive,0.11,0.03,0,0.01,0.15
8973,Dreamworks 2-in-1 Party Pack,4,2010,Misc,Activision,0.14,0,0,0.01,0.15
8974,Summon Night 5,19,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15
8975,MotoGP 2: Ultimate Racing Technology,16,2001,Racing,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
8976,Black * Rock Shooter: The Game,19,2011,Role-Playing,Unknown,0,0,0.15,0,0.15
8977,Travel Games For Dummies,4,2008,Misc,Electronic Arts,0.13,0,0,0.01,0.15
8978,BMX XXX,16,2002,Sports,Acclaim Entertainment,0.07,0.06,0,0.02,0.15
8979,SafeCracker: The Ultimate Puzzle Adventure,4,2009,Puzzle,The Adventure Company,0.07,0.06,0,0.01,0.15
8980,Tiger Woods PGA Tour,4,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.15
8981,Dragon Ball Z: Idainaru Dragon Ball Densetsu,21,1995,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
8982,Sonic Advance & Sonic Pinball Party Combo Pack,6,2005,Misc,Sega,0.1,0.04,0,0,0.15
8983,Boktai: The Sun is in Your Hand,6,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.15
8984,Cars: Mater-National Championship,28,2007,Racing,THQ,0.13,0,0,0.01,0.15
8985,Making History: The Great War,25,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15
8986,Drawn to Life Collection,4,2010,Misc,THQ,0.14,0,0,0.01,0.15
8987,Guilty Gear X2 #Reload,29,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15
8988,Wizardry VII: Gadeia no Houshu,15,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15
8989,Dynasty Warriors 8: Xtreme Legends,20,2013,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15
8990,Moshi Monsters: Katsuma Unleashed,4,2013,Action,Activision,0,0.13,0,0.02,0.15
8991,Elf: The Movie,6,2004,Action,Crave Entertainment,0.1,0.04,0,0,0.15
8992,Metal Slug 7,4,2008,Shooter,Ignition Entertainment,0.13,0,0.01,0.01,0.15
8993,MLB SlugFest 20-03,7,2002,Sports,Midway Games,0.11,0.03,0,0,0.15
8994,Tamagotchi no Appare! Niji Venture,4,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14
8995,Grabbed by the Ghoulies,29,2003,Action,Microsoft Game Studios,0.11,0.03,0,0.01,0.14
8996,Ys: The Oath in Felghana,19,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.14
8997,Shadow Hearts: From The New World,16,2005,Role-Playing,Ghostlight,0.07,0.06,0,0.02,0.14
8998,Mega Man Powered Up,19,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14
8999,CSI: 3 Dimensions of Murder,16,2007,Adventure,Ubisoft,0.07,0.06,0,0.02,0.14
9000,Barbarian,16,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14
9001,QuickSpot,4,2006,Misc,Namco Bandai Games,0.02,0,0.13,0,0.14
9002,Deception IV: Blood Ties,20,2014,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14
9003,Tennis no Oji-Sama: Aim at The Victory!,6,2002,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
9004,L.A. Rush,29,2005,Racing,Midway Games,0.11,0.03,0,0.01,0.14
9005,"Lunar 2: Eternal Blue(sales, but wrong system)",8,1994,Role-Playing,Game Arts,0,0,0.14,0,0.14
9006,Where the Wild Things Are,4,2009,Platform,Warner Bros. Interactive Entertainment,0.13,0,0,0.01,0.14
9007,Pipe Dreams 3D,15,2001,Puzzle,Empire Interactive,0.08,0.05,0,0.01,0.14
9008,Derby Stallion Gold,2,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14
9009,Adventure Time: Explore the Dungeon Because I Don't Know!,2,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.14
9010,Lost Dimension,20,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14
9011,Fox Sports Golf '99,15,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14
9012,Jurassic: The Hunted,16,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14
9013,Power Rangers: Super Legends,16,2007,Action,Disney Interactive Studios,0.07,0.06,0,0.02,0.14
9014,Sakura Wars GB,5,2000,Adventure,Media Factory,0,0,0.14,0,0.14
9015,Shining Force CD,22,1994,Strategy,Sega,0,0,0.14,0,0.14
9016,Rayman 3,6,2003,Platform,Ubisoft,0.1,0.04,0,0,0.14
9017,Fatal Frame,16,2001,Action,Wanadoo,0.07,0.06,0,0.02,0.14
9018,The Fifth Element,15,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9019,Kung Fu Panda 2,25,2011,Action,THQ,0.08,0.05,0,0.01,0.14
9020,Fast Food Panic,4,2010,Simulation,Nobilis,0.13,0,0,0.01,0.14
9021,Diner Dash: Flo on the Go,4,2009,Puzzle,Zoo Games,0.13,0,0,0.01,0.14
9022,Adrenalin Misfits,28,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14
9023,Okaeri! Chibi-Robo! Happy Richie Oosouji,4,2009,Adventure,Nintendo,0,0,0.14,0,0.14
9024,Wild ARMs 4,16,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14
9025,Haunted House,25,2010,Action,Atari,0.13,0,0,0.01,0.14
9026,Ratatouille,7,2007,Action,THQ,0.11,0.03,0,0,0.14
9027,G.I. Joe: The Rise of Cobra,16,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14
9028,Casper: Spirit Dimensions,16,2001,Platform,TDK Mediactive,0.07,0.05,0,0.02,0.14
9029,Super Robot Taisen OG Saga: Endless Frontier (JP sales),4,2008,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14
9030,Sengoku Musou 3 Empires,17,2011,Action,Tecmo Koei,0,0,0.14,0,0.14
9031,Dream Pinball 3D,25,2008,Misc,SouthPeak Games,0.1,0.03,0,0.01,0.14
9032,Thunder Truck Rally,15,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14
9033,Dishonored,30,2015,Action,Bethesda Softworks,0.08,0.05,0,0.01,0.14
9034,Klonoa: Empire of Dreams,6,2001,Platform,Infogrames,0.1,0.04,0,0,0.14
9035,G.I. Joe: The Rise of Cobra,19,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14
9036,Dragon Age: Origins - Ultimate Edition,13,2010,Role-Playing,Electronic Arts,0,0.12,0,0.02,0.14
9037,Balloon Pop,4,2009,Puzzle,UFO Interactive,0.13,0,0,0.01,0.14
9038,Disney Infinity 2.0: Marvel Super Heroes,20,2015,Action,Disney Interactive Studios,0,0.11,0,0.03,0.14
9039,Iron & Blood,15,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9040,Asphalt: Urban GT 2,4,2006,Racing,Ubisoft,0.09,0.04,0,0.01,0.14
9041,Pinball Hall of Fame: The Gottlieb Collection,25,2006,Misc,System 3 Arcade Software,0.13,0,0,0.01,0.14
9042,Second Sight,16,2004,Adventure,Codemasters,0.07,0.05,0,0.02,0.14
9043,Spider-Man: Edge of Time,4,2011,Action,Activision,0.12,0.01,0,0.01,0.14
9044,Monster House,16,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14
9045,Phantom Brave,16,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14
9046,Just Cause,28,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
9047,ArmA II,13,2009,Shooter,505 Games,0,0.12,0,0.03,0.14
9048,Championship Motocross 2001 featuring Ricky Carmichael,15,2001,Racing,THQ,0.08,0.05,0,0.01,0.14
9049,Kenka Banchou 5: Otoko no Housoku,19,2011,Action,Spike,0,0,0.14,0,0.14
9050,Legend of the Guardians: The Owls of Ga'Hoole,4,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0,0.01,0.14
9051,Doshin the Giant,7,2002,Simulation,Nintendo,0,0,0.14,0,0.14
9052,Shrek 2 and Shark Tale 2-in-1 Pack,6,2005,Misc,Activision,0.1,0.04,0,0,0.14
9053,Star Ocean: Blue Sphere,5,2001,Role-Playing,Enix Corporation,0,0,0.14,0,0.14
9054,Mojo!,16,2003,Puzzle,Mindscape,0.07,0.05,0,0.02,0.14
9055,Destroy All Humans! Big Willy Unleashed,25,2008,Action,THQ,0.13,0,0,0.01,0.14
9056,Age of Empires: Collector's Edition,13,2000,Strategy,Ubisoft,0.02,0.1,0,0.02,0.14
9057,Ford Racing Off Road,19,2008,Racing,Xplosiv,0.05,0.08,0,0.02,0.14
9058,Kamen Rider Ryuki,15,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14
9059,Front Mission Alternative,15,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14
9060,World Championship Poker: Howard Lederer - All In,19,2006,Misc,505 Games,0.13,0,0,0.01,0.14
